condition,cell_id,mitochondria_id,image_category_type,file_name,file_path
shOPA1,2,37,mitochondria_mask,images_shOPA1_cell_002_0037_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0037_mito_imgs.tiff
shOPA1,1,65,mitochondria_mask,images_shOPA1_cell_001_0065_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0065_mito_imgs.tiff
shCtrl,4,15,original_EM_image,images_shCtrl_cell_004_0015_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0015_ori_imgs.tiff
shCtrl,4,50,lamellar_cristae_mask,images_shCtrl_cell_004_0050_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0050_lamellar_cristae_imgs.tiff
shOPA1,1,132,original_EM_image,images_shOPA1_cell_001_0132_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0132_ori_imgs.tiff
shOPA1,2,55,original_EM_image,images_shOPA1_cell_002_0055_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0055_ori_imgs.tiff
shOPA1,1,123,lamellar_cristae_mask,images_shOPA1_cell_001_0123_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0123_lamellar_cristae_imgs.tiff
shCtrl,4,3,original_EM_image,images_shCtrl_cell_004_0003_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0003_ori_imgs.tiff
shOPA1,3,1,original_EM_image,images_shOPA1_cell_003_0001_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_003_0001_ori_imgs.tiff
shOPA1,1,18,tubular_cristae_mask,images_shOPA1_cell_001_0018_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0018_tubular_cristae_imgs.tiff
shCtrl,4,15,tubular_cristae_mask,images_shCtrl_cell_004_0015_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0015_tubular_cristae_imgs.tiff
shOPA1,2,7,tubular_cristae_mask,images_shOPA1_cell_002_0007_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0007_tubular_cristae_imgs.tiff
shOPA1,1,41,tubular_cristae_mask,images_shOPA1_cell_001_0041_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0041_tubular_cristae_imgs.tiff
shCtrl,4,18,tubular_cristae_mask,images_shCtrl_cell_004_0018_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0018_tubular_cristae_imgs.tiff
shCtrl,2,7,mitochondria_mask,images_shCtrl_cell_002_0007_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_002_0007_mito_imgs.tiff
shOPA1,1,41,original_EM_image,images_shOPA1_cell_001_0041_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0041_ori_imgs.tiff
shCtrl,5,11,lamellar_cristae_mask,images_shCtrl_cell_005_0011_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_005_0011_lamellar_cristae_imgs.tiff
shOPA1,2,37,tubular_cristae_mask,images_shOPA1_cell_002_0037_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0037_tubular_cristae_imgs.tiff
shOPA1,3,9,tubular_cristae_mask,images_shOPA1_cell_003_0009_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_003_0009_tubular_cristae_imgs.tiff
shCtrl,2,12,mitochondria_mask,images_shCtrl_cell_002_0012_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_002_0012_mito_imgs.tiff
shOPA1,1,53,mitochondria_mask,images_shOPA1_cell_001_0053_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0053_mito_imgs.tiff
shCtrl,5,15,mitochondria_mask,images_shCtrl_cell_005_0015_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_005_0015_mito_imgs.tiff
shOPA1,2,88,mitochondria_mask,images_shOPA1_cell_002_0088_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0088_mito_imgs.tiff
shOPA1,4,3,tubular_cristae_mask,images_shOPA1_cell_004_0003_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_004_0003_tubular_cristae_imgs.tiff
shCtrl,3,14,lamellar_cristae_mask,images_shCtrl_cell_003_0014_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_003_0014_lamellar_cristae_imgs.tiff
shOPA1,1,70,lamellar_cristae_mask,images_shOPA1_cell_001_0070_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0070_lamellar_cristae_imgs.tiff
shOPA1,2,85,tubular_cristae_mask,images_shOPA1_cell_002_0085_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0085_tubular_cristae_imgs.tiff
shOPA1,2,45,original_EM_image,images_shOPA1_cell_002_0045_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0045_ori_imgs.tiff
shOPA1,2,28,original_EM_image,images_shOPA1_cell_002_0028_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0028_ori_imgs.tiff
shCtrl,5,9,lamellar_cristae_mask,images_shCtrl_cell_005_0009_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_005_0009_lamellar_cristae_imgs.tiff
shCtrl,4,60,original_EM_image,images_shCtrl_cell_004_0060_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0060_ori_imgs.tiff
shOPA1,5,35,lamellar_cristae_mask,images_shOPA1_cell_005_0035_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0035_lamellar_cristae_imgs.tiff
shCtrl,3,16,tubular_cristae_mask,images_shCtrl_cell_003_0016_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_003_0016_tubular_cristae_imgs.tiff
shCtrl,3,12,lamellar_cristae_mask,images_shCtrl_cell_003_0012_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_003_0012_lamellar_cristae_imgs.tiff
shOPA1,5,10,mitochondria_mask,images_shOPA1_cell_005_0010_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0010_mito_imgs.tiff
shCtrl,4,56,mitochondria_mask,images_shCtrl_cell_004_0056_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0056_mito_imgs.tiff
shCtrl,2,12,tubular_cristae_mask,images_shCtrl_cell_002_0012_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_002_0012_tubular_cristae_imgs.tiff
shOPA1,2,89,mitochondria_mask,images_shOPA1_cell_002_0089_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0089_mito_imgs.tiff
shCtrl,4,17,mitochondria_mask,images_shCtrl_cell_004_0017_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0017_mito_imgs.tiff
shCtrl,4,2,tubular_cristae_mask,images_shCtrl_cell_004_0002_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0002_tubular_cristae_imgs.tiff
shCtrl,4,48,tubular_cristae_mask,images_shCtrl_cell_004_0048_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0048_tubular_cristae_imgs.tiff
shOPA1,1,43,original_EM_image,images_shOPA1_cell_001_0043_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0043_ori_imgs.tiff
shCtrl,1,19,original_EM_image,images_shCtrl_cell_001_0019_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0019_ori_imgs.tiff
shCtrl,1,25,lamellar_cristae_mask,images_shCtrl_cell_001_0025_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0025_lamellar_cristae_imgs.tiff
shCtrl,4,10,tubular_cristae_mask,images_shCtrl_cell_004_0010_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0010_tubular_cristae_imgs.tiff
shOPA1,1,61,original_EM_image,images_shOPA1_cell_001_0061_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0061_ori_imgs.tiff
shCtrl,2,5,tubular_cristae_mask,images_shCtrl_cell_002_0005_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_002_0005_tubular_cristae_imgs.tiff
shOPA1,5,36,lamellar_cristae_mask,images_shOPA1_cell_005_0036_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0036_lamellar_cristae_imgs.tiff
shOPA1,1,38,mitochondria_mask,images_shOPA1_cell_001_0038_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0038_mito_imgs.tiff
shOPA1,5,47,original_EM_image,images_shOPA1_cell_005_0047_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0047_ori_imgs.tiff
shOPA1,1,72,lamellar_cristae_mask,images_shOPA1_cell_001_0072_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0072_lamellar_cristae_imgs.tiff
shOPA1,2,18,original_EM_image,images_shOPA1_cell_002_0018_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0018_ori_imgs.tiff
shCtrl,3,10,lamellar_cristae_mask,images_shCtrl_cell_003_0010_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_003_0010_lamellar_cristae_imgs.tiff
shOPA1,1,113,original_EM_image,images_shOPA1_cell_001_0113_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0113_ori_imgs.tiff
shOPA1,2,43,tubular_cristae_mask,images_shOPA1_cell_002_0043_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0043_tubular_cristae_imgs.tiff
shCtrl,4,48,original_EM_image,images_shCtrl_cell_004_0048_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0048_ori_imgs.tiff
shCtrl,4,46,mitochondria_mask,images_shCtrl_cell_004_0046_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0046_mito_imgs.tiff
shOPA1,1,21,original_EM_image,images_shOPA1_cell_001_0021_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0021_ori_imgs.tiff
shCtrl,4,15,mitochondria_mask,images_shCtrl_cell_004_0015_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0015_mito_imgs.tiff
shOPA1,1,67,lamellar_cristae_mask,images_shOPA1_cell_001_0067_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0067_lamellar_cristae_imgs.tiff
shOPA1,1,9,lamellar_cristae_mask,images_shOPA1_cell_001_0009_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0009_lamellar_cristae_imgs.tiff
shCtrl,4,6,original_EM_image,images_shCtrl_cell_004_0006_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0006_ori_imgs.tiff
shOPA1,1,87,lamellar_cristae_mask,images_shOPA1_cell_001_0087_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0087_lamellar_cristae_imgs.tiff
shOPA1,1,37,lamellar_cristae_mask,images_shOPA1_cell_001_0037_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0037_lamellar_cristae_imgs.tiff
shOPA1,5,39,lamellar_cristae_mask,images_shOPA1_cell_005_0039_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0039_lamellar_cristae_imgs.tiff
shCtrl,4,43,lamellar_cristae_mask,images_shCtrl_cell_004_0043_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0043_lamellar_cristae_imgs.tiff
shOPA1,2,76,mitochondria_mask,images_shOPA1_cell_002_0076_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0076_mito_imgs.tiff
shOPA1,3,13,original_EM_image,images_shOPA1_cell_003_0013_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_003_0013_ori_imgs.tiff
shCtrl,4,16,original_EM_image,images_shCtrl_cell_004_0016_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0016_ori_imgs.tiff
shCtrl,2,12,original_EM_image,images_shCtrl_cell_002_0012_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_002_0012_ori_imgs.tiff
shOPA1,5,38,tubular_cristae_mask,images_shOPA1_cell_005_0038_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0038_tubular_cristae_imgs.tiff
shOPA1,2,27,mitochondria_mask,images_shOPA1_cell_002_0027_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0027_mito_imgs.tiff
shOPA1,4,3,original_EM_image,images_shOPA1_cell_004_0003_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_004_0003_ori_imgs.tiff
shOPA1,2,32,lamellar_cristae_mask,images_shOPA1_cell_002_0032_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0032_lamellar_cristae_imgs.tiff
shOPA1,2,16,original_EM_image,images_shOPA1_cell_002_0016_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0016_ori_imgs.tiff
shOPA1,2,100,tubular_cristae_mask,images_shOPA1_cell_002_0100_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0100_tubular_cristae_imgs.tiff
shCtrl,2,2,mitochondria_mask,images_shCtrl_cell_002_0002_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_002_0002_mito_imgs.tiff
shOPA1,1,8,lamellar_cristae_mask,images_shOPA1_cell_001_0008_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0008_lamellar_cristae_imgs.tiff
shOPA1,1,135,original_EM_image,images_shOPA1_cell_001_0135_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0135_ori_imgs.tiff
shCtrl,3,4,mitochondria_mask,images_shCtrl_cell_003_0004_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_003_0004_mito_imgs.tiff
shOPA1,1,112,original_EM_image,images_shOPA1_cell_001_0112_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0112_ori_imgs.tiff
shOPA1,1,36,tubular_cristae_mask,images_shOPA1_cell_001_0036_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0036_tubular_cristae_imgs.tiff
shCtrl,1,4,lamellar_cristae_mask,images_shCtrl_cell_001_0004_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0004_lamellar_cristae_imgs.tiff
shOPA1,1,114,original_EM_image,images_shOPA1_cell_001_0114_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0114_ori_imgs.tiff
shOPA1,1,119,mitochondria_mask,images_shOPA1_cell_001_0119_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0119_mito_imgs.tiff
shOPA1,1,18,mitochondria_mask,images_shOPA1_cell_001_0018_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0018_mito_imgs.tiff
shOPA1,2,99,mitochondria_mask,images_shOPA1_cell_002_0099_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0099_mito_imgs.tiff
shCtrl,5,6,mitochondria_mask,images_shCtrl_cell_005_0006_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_005_0006_mito_imgs.tiff
shCtrl,1,4,tubular_cristae_mask,images_shCtrl_cell_001_0004_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0004_tubular_cristae_imgs.tiff
shOPA1,5,43,tubular_cristae_mask,images_shOPA1_cell_005_0043_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0043_tubular_cristae_imgs.tiff
shOPA1,1,72,original_EM_image,images_shOPA1_cell_001_0072_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0072_ori_imgs.tiff
shOPA1,3,12,original_EM_image,images_shOPA1_cell_003_0012_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_003_0012_ori_imgs.tiff
shCtrl,4,36,lamellar_cristae_mask,images_shCtrl_cell_004_0036_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0036_lamellar_cristae_imgs.tiff
shOPA1,1,65,original_EM_image,images_shOPA1_cell_001_0065_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0065_ori_imgs.tiff
shOPA1,5,19,original_EM_image,images_shOPA1_cell_005_0019_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0019_ori_imgs.tiff
shOPA1,1,58,tubular_cristae_mask,images_shOPA1_cell_001_0058_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0058_tubular_cristae_imgs.tiff
shOPA1,2,62,original_EM_image,images_shOPA1_cell_002_0062_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0062_ori_imgs.tiff
shCtrl,4,7,mitochondria_mask,images_shCtrl_cell_004_0007_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0007_mito_imgs.tiff
shOPA1,2,41,lamellar_cristae_mask,images_shOPA1_cell_002_0041_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0041_lamellar_cristae_imgs.tiff
shOPA1,1,62,lamellar_cristae_mask,images_shOPA1_cell_001_0062_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0062_lamellar_cristae_imgs.tiff
shOPA1,2,57,lamellar_cristae_mask,images_shOPA1_cell_002_0057_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0057_lamellar_cristae_imgs.tiff
shOPA1,1,49,original_EM_image,images_shOPA1_cell_001_0049_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0049_ori_imgs.tiff
shOPA1,1,82,lamellar_cristae_mask,images_shOPA1_cell_001_0082_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0082_lamellar_cristae_imgs.tiff
shOPA1,1,121,lamellar_cristae_mask,images_shOPA1_cell_001_0121_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0121_lamellar_cristae_imgs.tiff
shOPA1,2,97,lamellar_cristae_mask,images_shOPA1_cell_002_0097_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0097_lamellar_cristae_imgs.tiff
shOPA1,2,101,mitochondria_mask,images_shOPA1_cell_002_0101_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0101_mito_imgs.tiff
shOPA1,2,103,original_EM_image,images_shOPA1_cell_002_0103_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0103_ori_imgs.tiff
shOPA1,1,47,tubular_cristae_mask,images_shOPA1_cell_001_0047_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0047_tubular_cristae_imgs.tiff
shCtrl,2,11,lamellar_cristae_mask,images_shCtrl_cell_002_0011_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_002_0011_lamellar_cristae_imgs.tiff
shOPA1,2,17,tubular_cristae_mask,images_shOPA1_cell_002_0017_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0017_tubular_cristae_imgs.tiff
shOPA1,3,16,tubular_cristae_mask,images_shOPA1_cell_003_0016_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_003_0016_tubular_cristae_imgs.tiff
shOPA1,2,28,lamellar_cristae_mask,images_shOPA1_cell_002_0028_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0028_lamellar_cristae_imgs.tiff
shCtrl,3,7,mitochondria_mask,images_shCtrl_cell_003_0007_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_003_0007_mito_imgs.tiff
shCtrl,1,1,mitochondria_mask,images_shCtrl_cell_001_0001_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0001_mito_imgs.tiff
